,Area,Chart,Message,Authority,Date,StartDate,EndDate,BroadcastingDate,GeometryType,Coordinates,lon_centroid,lat_centroid
40405,WESTERN NORTH PACIFIC.,NO CHART,GUAM. DNC 12. 1. NAVTEX STATION GUAM (V) 13-28.6N 144-50.1E OFF AIR. 2. CANCEL HYDROPAC 2481/18.//,COMCOGARD SECTOR GUAM,2018-07-14 00:00:00,2018-09-04,2018-09-04,2018-09-04,Point,"[(144.835, 13.476667, 0.0)]",144.835,13.476667
8327,BAY OF BENGAL./INDIA./DNC 03.,63290.,BHIMUNIPATNAM LIGHT 17-53.4N 083-27.4E UNLIT.//,NAVAREA VIII,2018-04-16 00:00:00,2018-06-26,2018-06-26,2018-06-26,Point,"[(83.456667, 17.89, 0.0)]",83.456667,17.89
35755,SOUTH CHINA SEA./VIETNAM./DNC 11.,93469.,DANGEROUS WRECK IN 12-03.08N 109-22.00E.//,HAIPHONG RADIO,2014-11-26 00:00:00,2018-08-24,2018-08-24,2018-08-24,Point,"[(109.366667, 12.051334, 0.0)]",109.366667,12.051334
52379,SOUTH CHINA SEA. /VIETNAM. /DNC 23.,NO CHART,"1. SURVEY OPERATIONS IN PROGRESS UNTIL 31 OCT     BY M/V FUGRO VOYAGER IN AREA BOUND BY     15-29.82N 108-40.36E, 15-38.67N 108-59.55E,    15-43.54N 109-17.77E, 15-52.00N 109-14.97E,    15-57.07N 109-31.34E, 15-27.43N 109-41.09E,    15-25.30N 109-42.83E, 15-22.37N 109-24.75E,     15-34.78N 109-20.66E, 15-32.09N 109-01.40E.    WIDE BERTH REQUESTED. 2. CANCEL THIS MSG 01 NOV 18.//",HAIPHONG RADIO,2018-09-04 00:00:00,2018-10-03,2018-11-01,2018-10-03,GeometryCollection,"[(108.672667, 15.497, 0.0), (108.9925, 15.6445, 0.0), (109.296167, 15.725667, 0.0), (109.2495, 15.866667, 0.0), (109.522334, 15.951167, 0.0), (109.684834, 15.457167, 0.0), (109.713834, 15.421667, 0.0), (109.4125, 15.372834, 0.0), (109.344334, 15.579667, 0.0), (109.023334, 15.534834, 0.0), (108.672667, 15.497, 0.0), (108.672667, 15.497, 0.0), (109.19325, 15.662, 0.0)]",109.20711435859593,15.610863153178219
20133,EAST SIBERIAN SEA. /RUSSIA. /DNC 27. ,41000.,DEPTHS REPORTED: A. 3.6 METERS IN 69-38-56N 162-12-52E. B. 3.9 METERS IN 69-38-59N 162-12-41E. C. 3.4 METERS IN 69-38-50N 162-12-37E. D. 3.4 METERS IN 69-38-57N 162-12-26E. E. 3.2 METERS IN 69-38-57N 162-12-02E. F. 2.6 METERS IN 69-38-54N 162-11-37E.//,RUSSIA COASTAL WARNING EAST,2018-07-06 00:00:00,2018-07-20,2018-07-20,2018-07-20,Point,"[(162.210278, 69.647222, 0.0)]",162.210278,69.647222
23532,GULF OF MEXICO./MEXICO.,28330.,PUNTA PIEDRA LIGHT 24-29.2N 097-44.5W UNRELIABLE.//,MEXICO IV,2018-01-18 00:00:00,2018-07-26,2018-07-26,2018-07-26,Point,"[(-97.741667, 24.486667, 0.0)]",-97.741667,24.486667
15156,WESTERN SOUTH ATLANTIC./BRAZIL-NORTH COAST./DNC 01.,24270.,DANGEROUS WRECK IN 01-11S 45-16W.//,NAVAREA V COASTAL N,2018-06-29 00:00:00,2018-07-11,2018-07-11,2018-07-11,Point,"[(-45.266667, -1.183333, 0.0)]",-45.266667,-1.183333
4351,NORTH SEA./SHETLAND ISLANDS./DNC 20.,35066.,1. DEPTHS REPORTED:    A. 11.1 METERS IN 60-15.79N 001-02.73W.    B. 18.7 METERS IN 60-15.94N 001-02.50W.    C. 18.9 METERS IN 60-15.54N 001-02.30W.    D. 15.9 METERS IN 60-25.68N 000-53.99W. 2. CANCEL HYDROLANT 1061/17.//,WZ,2017-05-12 00:00:00,2018-06-19,2018-06-19,2018-06-19,Point,"[(-0.899834, 60.428, 0.0)]",-0.899834,60.428
16485,NORTH SEA./SHETLAND ISLANDS./DNC 20.,"35063,",1. DEPTHS REPORTED:    A. 5.3 METERS IN 60-13.19N 001-11.47W.    B. 5.7 METERS IN 60-13.54N 001-10.65W.    C. 6.6 METERS IN 60-13.74N 001-10.38W.    D. 17.5 METERS IN 60-13.74N 001-09.19W.    E. 17.4 METERS IN 60-13.80N 001-10.26W.    F. 8.3 METERS IN 60-15.05N 001-04.82W.    G. 4.1 METERS IN 60-15.16N 001-07.85W.    H. 25.7 METERS IN 60-23.54N 000-49.80W.    I. 8.2 METERS IN 60-23.81N 000-47.74W.    J. 10.0 METERS IN 60-23.90N 000-48.94W.    K. 2.9 METERS IN 60-24.00N 000-47.34W.    L. 2.5 METERS IN 60-24.48N 000-47.87W.    M. 24.9 METERS IN 60-28.61N 001-04.52W.    N. 15.5 METERS IN 60-28.74N 001-04.51W. 2. CANCEL HYDROLANT 1243/17.//,WZ,2017-05-31 00:00:00,2018-07-13,2018-07-13,2018-07-13,Point,"[(-0.83, 60.392334, 0.0)]",-0.83,60.392334
7901,BERING STRAIT./DNC 27.,"16190,","1. SCIENTIFIC MOORINGS ESTABLISHED:    A. A3-17, IN 66-19.59N 168-57.13W AT 56 METERS,       TOP FLOAT 15 METERS.    B. A2-17, IN 65-46.88N 168-34.08W AT 55 METERS,       TOP FLOAT 15 METERS.    C. A4-17, IN 65-44.76N 168-15.78W AT 48 METERS,       TOP FLOAT 15 METERS. 2. CANCEL NAVAREA XII 215/16.//",REBECCA WOODGATE,2017-07-11 00:00:00,2018-06-25,2018-06-25,2018-06-25,Point,"[(-168.952167, 66.3265, 0.0)]",-168.952167,66.3265
42032,TASMAN SEA./AUSTRALIA-EAST COAST./DNC 05.,NO CHART,UNDERWATER OPERATIONS IN PROGRESS UNTIL FURTHER NOTICE BY M/V PACIFIC VIXEN ALONG TRACKLINE BETWEEN 34-06.00S 151-28.58E AND 33-57.02S 151-19.70E. THREE MILE BERTH REQUESTED.//,AUSCOAST,2018-09-01 00:00:00,2018-09-06,2018-09-06,2018-09-06,GeometryCollection,"[(151.476334, -34.1, 0.0), (151.328334, -33.950333, 0.0), (151.476334, -34.1, 0.0)]",151.402334,-34.0251665
23888,GULF OF MEXICO./FLORIDA./DNC 15.,NO CHART,"DISTRESS SIGNAL RECEIVED ON 406 MHZ IN VICINITY 27-10.4N 084-03.4W. VESSELS IN VICINITY REQUESTED TO KEEP A SHARP LOOKOUT, ASSIST IF POSSIBLE.  REPORTS TO RCC MIAMI, PHONE: 305 415 6800,  E-MAIL: RCCMIAMI@USCG.MIL.//",RCC MIAMI,2018-07-12 00:00:00,2018-07-27,2018-07-27,2018-07-27,Point,"[(-84.056667, 27.173334, 0.0)]",-84.056667,27.173334
366,EASTERN SOUTH PACIFIC. /PERU./DNC 07.,22160.,DANGEROUS WRECK IN 12-03.46S 077-09.45W.//,NAVAREA XVI,2018-02-16 00:00:00,2018-06-01,2018-06-01,2018-06-01,Point,"[(-77.1575, -12.057666, 0.0)]",-77.1575,-12.057666
30358,BLACK SEA./ROMANIA./DNC 10.,NO CHART,1. HAZARDOUS OPERATIONS 0800Z TO 2359Z DAILY    13 THRU 15 AUG IN AREA BETWEEN    44-12N 44-09N AND 028-40E 028-46E. 2. CANCEL THIS MSG 160059Z AUG 18.//,NAVAREA III,2018-08-10 00:00:00,2018-08-13,2018-08-16,2018-08-13,GeometryCollection,"[(28.766667, 44.2, 0.0), (28.666667, 44.2, 0.0), (28.666667, 44.15, 0.0), (28.766667, 44.15, 0.0), (28.766667, 44.2, 0.0), (28.766667, 44.2, 0.0), (28.716667, 44.175, 0.0)]",28.720593765419068,44.17696338270953
8006,NORTH SEA./SHETLAND ISLANDS./DNC 20.,"35063,",1. DEPTHS REPORTED:    A. 5.3 METERS IN 60-13.19N 001-11.47W.    B. 5.7 METERS IN 60-13.54N 001-10.65W.    C. 6.6 METERS IN 60-13.74N 001-10.38W.    D. 17.5 METERS IN 60-13.74N 001-09.19W.    E. 17.4 METERS IN 60-13.80N 001-10.26W.    F. 8.3 METERS IN 60-15.05N 001-04.82W.    G. 4.1 METERS IN 60-15.16N 001-07.85W.    H. 25.7 METERS IN 60-23.54N 000-49.80W.    I. 8.2 METERS IN 60-23.81N 000-47.74W.    J. 10.0 METERS IN 60-23.90N 000-48.94W.    K. 2.9 METERS IN 60-24.00N 000-47.34W.    L. 2.5 METERS IN 60-24.48N 000-47.87W.    M. 24.9 METERS IN 60-28.61N 001-04.52W.    N. 15.5 METERS IN 60-28.74N 001-04.51W. 2. CANCEL HYDROLANT 1243/17.//,WZ,2017-05-31 00:00:00,2018-06-26,2018-06-26,2018-06-26,Point,"[(-1.153167, 60.229, 0.0)]",-1.153167,60.229
16201,EASTERN CARIBBEAN SEA./GRENADA.,25400.,"DANGEROUS WRECKS REPORTED IN: A. 12-02.6N 061-46.2W, LEAST DEPTH 7.7 METERS. B. 12-01.8N 061-46.3W, LEAST DEPTH 12.5 METERS. C. 12-01.7N 061-46.5W, LEAST DEPTH 8.3 METERS.//",UKHO,2017-02-17 00:00:00,2018-07-12,2018-07-12,2018-07-12,Point,"[(-61.771667, 12.03, 0.0)]",-61.771667,12.03
12544,BAY OF BENGAL./BANGLADESH./DNC 03.,NO CHART,"1. HAZARDOUS OPERATIONS 2200Z TO 1700Z COMMENCING DAILY    30 JUN THRU 30 JUL IN AREAS BOUND BY:    A. 21-20.83N 090-34.00E, 21-41N 091-14.00E,        21-20.83N 091-28.00E, 21-00N 090-47.83E.    B. 20-46N 090-00E, 20-58N 090-17E,        20-40N 090-38E, 20-28N 090-22E.    C. 20-07N 090-52E, 20-22N 091-06E,        20-00N 091-36E, 19-44N 091-21E.    D. 20-22.0N 091-06.0E, 20-46.5N 091-31.0E,        20-24.0N 091-59.0E, 20-00.0N 091-36.0E.    E. 21-18N 089-31E, 21-18N 089-50E,        21-04N 089-54E, 21-04N 089-34E.    F. 20-58N 089-34E, 20-58N 089-54E,        20-34N 089-54E, 20-34N 089-34E. 2. CANCEL THIS MSG 311800Z JUL 18.//",NAVAREA VIII,2018-06-30 00:00:00,2018-06-30,2018-07-31,2018-07-05,GeometryCollection,"[(91.1, 20.366667, 0.0), (91.516667, 20.775, 0.0), (91.983334, 20.4, 0.0), (91.6, 20.0, 0.0), (91.1, 20.366667, 0.0), (91.1, 20.366667, 0.0), (91.541667, 20.3875, 0.0)]",91.50972604088692,20.384502723974183
45484,EASTERN CARIBBEAN SEA. /BRITISH VIRGIN ISLANDS. ,25611.,"DUE TO THE DAMAGE OF HURRICANE IRMA, MANY AIDS TO NAVIGATION ARE DAMAGED, MISSING,  UNRELIABLE OR DESTROYED IN PORT ROAD HARBOR: A. SPLIT CHANNEL MARKER 18-25.234N 064-36.501W     MISSING. B. RED BUOY 18-25.265N 064-36.501W OFF STATION.  C. GREEN BUOY 18-24.417N 064-34.999W OFF STATION.  D. RED BUOY 18-24.632N 064-35.433W MISSING.  E. SOUTHERLY DANGER MARKER 18-25.563N 064-31.350W     DAMAGED.  MARINERS IN VICINITY ARE REQUESTED TO KEEP A  SHARP LOOKOUT AND EXERCISE CAUTION.//",UKHO,2017-09-11 00:00:00,2018-09-18,2018-09-18,2018-09-18,Point,"[(-64.60835, 18.420567, 0.0)]",-64.60835,18.420567
13235,WESTERN NORTH PACIFIC./JAPAN./DNC 12.,NO CHART,1. SURVEY OPERATIONS 26 JUN THRU 20 JUL BY M/V KAIMEI    TOWING 6500 METER LONG CABLE IN AREA BOUND BY    35-00N 38-30N AND 142-10E 150-00E.    WIDE BERTH REQUESTED. 2. CANCEL THIS MSG 21 JUL 18.//,NAVAREA XI,2018-06-25 00:00:00,2018-06-26,2018-07-21,2018-07-06,GeometryCollection,"[(150.0, 35.0, 0.0), (142.166667, 35.0, 0.0), (142.166667, 38.5, 0.0), (150.0, 38.5, 0.0), (150.0, 35.0, 0.0), (150.0, 35.0, 0.0), (146.083333, 36.75, 0.0)]",146.39498165797198,36.61075292699173
16524,EASTERN MEDITERRANEAN SEA./TUNISIA./DNC 08.,NO CHART,1. HAZARDOUS OPERATIONS IN PROGRESS UNTIL 31 DEC     IN AREA BETWEEN 35-30N 35-40N AND 011-30E 011-50E. 2. CANCEL THIS MSG 01 JAN 19.//,NAVAREA III,2018-01-03 00:00:00,2018-07-13,2019-01-01,2018-07-13,GeometryCollection,"[(11.833334, 35.5, 0.0), (11.5, 35.5, 0.0), (11.5, 35.666667, 0.0), (11.833334, 35.666667, 0.0), (11.833334, 35.5, 0.0), (11.833334, 35.5, 0.0), (11.666667, 35.583333, 0.0)]",11.67975623100207,35.57678884523135
19690,SOUTH CHINA SEA. /VIETNAM. /DNC 11. ,93480.,ISOLATED DANGER BUOY ESTABLISHED IN  13-42.76N 109-14.90E.//,HAIPHONG RADIO,2017-11-15 00:00:00,2018-07-19,2018-07-19,2018-07-19,Point,"[(109.248334, 13.712667, 0.0)]",109.248334,13.712667
53109,ARABIAN SEA. /LAKSHADWEEP./DNC 03.,63150.,MINICOY DGPS STATION 08-16.1N 073-01.6E OFF AIR.//,NAVAREA VIII,2018-10-02 00:00:00,2018-10-04,2018-10-04,2018-10-04,Point,"[(73.026667, 8.268334, 0.0)]",73.026667,8.268334
45382,ARABIAN SEA./INDIA./DNC 03.,NO CHART,1. SURVEY OPERATIONS 09 SEP THRU 08 OCT    BY M/V FUGRO MAPPER IN VICINITY OF:    A. 19-14.82N 071-00.38E.    B. 19-33.05N 071-40.12E.    C. 18-35.37N 072-17.47E.    D. 18-32.74N 072-18.16E.    E. 18-55.81N 072-00.92E.    F. 19-38.26N 071-33.14E.    G. 19-19.47N 071-12.06E.    H. 19-34.46N 071-21.78E.    I. 20-08.59N 071-44.96E.    J. 18-39.23N 070-59.86E.    K. 18-58.72N 071-32.49E.    L. 18-53.89N 071-20.26E.    M. 19-28.69N 071-46.66E.    N. 19-10.82N 072-07.03E.    O. 18-31.94N 072-16.23E.    WIDE BERTH REQUESTED. 2. CANCEL THIS MSG 09 OCT 18.//,NAVAREA VIII,2018-09-08 00:00:00,2018-09-09,2018-10-09,2018-09-18,Point,"[(71.552334, 19.637667, 0.0)]",71.552334,19.637667
12270,EASTERN MEDITERRANEAN SEA./TUNISIA./DNC 08.,52160.,DANGEROUS WRECK IN 34-19N 010-27E.//,NAVAREA III,2018-06-08 00:00:00,2018-07-05,2018-07-05,2018-07-05,Point,"[(10.45, 34.316667, 0.0)]",10.45,34.316667
10463,SINGAPORE STRAIT./INDONESIA./DNC 03.,71265.,BATU BERHANTI ISOLATED DANGER MARKS  LIGHT BUOY 01-11.76N 103-52.51E TEMPORARILY REMOVED.//,NAVAREA XI,2018-05-20 00:00:00,2018-06-29,2018-06-29,2018-06-29,Point,"[(103.875167, 1.196, 0.0)]",103.875167,1.196
4121,BAY OF CAMPECHE./MEXICO.,28320.,1. PUNTA DELGADA LIGHT IN 19-51.4N 096-27.7W UNLIT. 2. CANCEL NAVAREA IV 362/17.//,MEXICO IV,2017-06-30 00:00:00,2018-06-15,2018-06-15,2018-06-15,Point,"[(-96.461667, 19.856667, 0.0)]",-96.461667,19.856667
43211,AEGEAN SEA./DNC 09.,NO CHART,"1. HAZARDOUS OPERATIONS 0530Z TO 1230Z DAILY    01 JAN THRU 31 DEC 18 EXCEPT FRIDAYS, SATURDAYS,    SUNDAYS AND HOLIDAYS IN AREAS BOUND BY:    A. 40-13.50N 022-58.00E, 40-20.50N 023-14.50E,       40-16.25N 023-31.50E, 40-04.50N 023-23.00E.    B. 40-12.50N 023-19.50E, 40-16.00N 023-23.00E,       40-12.83N 023-26.00E, 40-09.67N 023-24.00E,       40-09.50N 023-24.00E.    C. 40-23.00N 023-04.75E, 40-20.50N 023-14.50E,       40-13.50N 022-58.00E. 2. CANCEL THIS MSG 311330Z DEC 18.//",NAVAREA III,2017-12-30 00:00:00,2018-01-01,2018-12-31,2018-09-10,GeometryCollection,"[(23.079167, 40.383334, 0.0), (23.241667, 40.341667, 0.0), (22.966667, 40.225, 0.0), (23.079167, 40.383334, 0.0), (23.079167, 40.383334, 0.0), (23.104167, 40.304167, 0.0)]",23.09424039765843,40.31337543682642
29269,CARIBBEAN SEA. /COLOMBIA. ,26060.,SAPZURRO EAST LIGHT 08-39.6N 077-21.5W UNLIT.//,COLOMBIA,2018-06-27 00:00:00,2018-08-09,2018-08-09,2018-08-09,Point,"[(-77.358334, 8.66, 0.0)]",-77.358334,8.66
25830,BEAUFORT SEA./CANADA./DNC 27.,15926.,"SUB-SURFACE SCIENTIFIC MOORINGS ESTABLISHED IN: A. 69-46.31N 139-15.49W, TOP FLOAT 26 METRES.  B. 69-54.53N 138-59.95W, TOP FLOAT 390 METRES.  C. 70-02.91N 138-47.69W, TOP FLOAT 230 METRES. D. 70-15.10N 138-47.47W, TOP FLOAT 390 METRES. E. 70-51.79N 135-01.45W, TOP FLOAT 35 METRES.  F. 70-00.09N 135-29.42W, TOP FLOAT 638 METRES.//",NAVAREA XVII,2017-10-08 00:00:00,2018-08-01,2018-08-01,2018-08-01,Point,"[(-138.791167, 70.251667, 0.0)]",-138.791167,70.251667
39999,ARCTIC./CHUCKCHI SEA.,16003,"SCIENTIFIC MOORING, TOP FLOAT 971 FEET, ESTABLISHED IN 72-47.976N 158-24.626W.//",CGC HEALY,No date listed,2018-09-04,2018-09-04,2018-09-04,Point,"[(-158.410434, 72.7996, 0.0)]",-158.410434,72.7996
33755,WESTERN NOTRTH ATLANTIC./TRINIDAD.,24400.,BRIGAND HILL LIGHT 10-29.8N 061-04.0W UNLIT.//,TRINIDAD,2017-09-29 00:00:00,2018-08-17,2018-08-17,2018-08-17,Point,"[(-61.066667, 10.496667, 0.0)]",-61.066667,10.496667
13569,NORTH SEA./ENGLAND-SOUTHEAST COAST./DNC 20.,37140.,1. DEPTHS REPORTED:    A. 1.4 METERS IN 52-05.7N 001-35.8E.    B. 9.9 METERS IN 52-08.7N 001-38.5E. 2. CANCEL HYDROLANT 825/17.//,WZ,2017-04-25 00:00:00,2018-07-09,2018-07-09,2018-07-09,Point,"[(1.641667, 52.145, 0.0)]",1.641667,52.145
32129,SOUTH CHINA SEA./DNC 11.,NO CHART,MALAYSIA. 1. SURVEY OPERATIONS 16 AUG TO 20 SEP     BY M/V CGG AMADEUS TOWING EIGHT 5000 METER     LONG CABLES IN AREA BOUND BY    06-27.8N 115-05.2E 06-20.0N 115-12.9E    06-14.8N 115-07.8E 06-22.6N 115-00.0E.    WIDE BERTH REQUESTED. 2. CANCEL THIS MSG 21 SEP 18.//,NAVAREA XI,2018-08-14 00:00:00,2018-08-15,2018-09-21,2018-08-15,GeometryCollection,"[(115.086667, 6.463334, 0.0), (115.215, 6.333334, 0.0), (115.13, 6.246667, 0.0), (115.0, 6.376667, 0.0), (115.086667, 6.463334, 0.0), (115.086667, 6.463334, 0.0), (115.1075, 6.355, 0.0)]",115.10608364898447,6.363325890625421
21028,GULF OF MEXICO./FLORIDA./DNC 15.,NO CHART,"DISTRESS SIGNAL RECEIVED ON 406 MHZ IN VICINITY 27-10.4N 084-03.4W. VESSELS IN VICINITY REQUESTED TO KEEP A SHARP LOOKOUT, ASSIST IF POSSIBLE.  REPORTS TO RCC MIAMI, PHONE: 305 415 6800,  E-MAIL: RCCMIAMI@USCG.MIL.//",RCC MIAMI,2018-07-12 00:00:00,2018-07-23,2018-07-23,2018-07-23,Point,"[(-84.056667, 27.173334, 0.0)]",-84.056667,27.173334
7542,CORAL SEA. /AUSTRALIA-EAST COAST./DNC 05. ,74200.,F/V MANA ANCHORED IN 24-31.55S 152-50.34E. WIDE BERTH REQUESTED.//,SEA SAFETY,2017-01-16 00:00:00,2018-06-25,2018-06-25,2018-06-25,Point,"[(152.839, -24.525833, 0.0)]",152.839,-24.525833
15333,GULF OF TONKIN./VIETNAM./DNC 23.,93560.,DANGEROUS WRECK VICINITY 17-59N 106-32E.//,HAIPHONG RADIO,2018-06-11 00:00:00,2018-07-11,2018-07-11,2018-07-11,Point,"[(106.533334, 17.983334, 0.0)]",106.533334,17.983334
49982,HALMAHERA SEA./CERAM SEA./INDONESIA./DNC 04.,NO CHART,"MAN OVERBOARD FROM M/V TATAMELAU IN VICINITY 01-00.06S 130-02.75E AT 212300Z SEP. VESSELS IN VICINITY REQUESTED TO KEEP A SHARP LOOKOUT, ASSIST IF POSSIBLE.  REPORTS TO RCC BASARNAS, PHONE: 6221 6586 7510, 6221 6586 7511, FAX: 6221 6586 7512, E-MAIL: KAGAHAR@BASARNAS.GO.ID, KAGAHAR@YAHOO.COM, KAGAHAR@GMAIL.COM.//",RCC BASARNAS,2018-09-24 00:00:00,2018-09-27,2018-09-27,2018-09-27,Point,"[(130.045834, -1.001, 0.0)]",130.045834,-1.001
21143,MOZAMBIQUE CHANNEL./MOZAMBIQUE./DNC 02.,61120.,PONTA ZAVORA LIGHT 24-31.4S 035-11.8E UNLIT.//,NAVAREA VII,2018-03-07 00:00:00,2018-07-23,2018-07-23,2018-07-23,Point,"[(35.196667, -24.523333, 0.0)]",35.196667,-24.523333
5717,EASTERN NORTH PACIFIC./MEXICO.,21023.,PUERTO ARISTA LIGHT 15-56.8N 093-50.1W UNRELIABLE.//,MEXICO XII,2018-04-21 00:00:00,2018-06-20,2018-06-20,2018-06-20,Point,"[(-93.835, 15.946667, 0.0)]",-93.835,15.946667
52458,YELLOW SEA./DNC 23.,NO CHART,1. GUNNERY EXERCISES 0001Z TO 1100Z DAILY    01 THRU 03 OCT AND 040500Z TO 050900Z OCT    IN AREA BETWEEN    37-25N 37-30N AND 124-43E 124-50E. 2. CANCEL THIS MSG 051000Z OCT 18.//,NAVAREA XI,2018-09-28 00:00:00,2018-10-03,2018-10-05,2018-10-03,GeometryCollection,"[(124.833334, 37.416667, 0.0), (124.716667, 37.416667, 0.0), (124.716667, 37.5, 0.0), (124.833334, 37.5, 0.0), (124.833334, 37.416667, 0.0), (124.833334, 37.416667, 0.0), (124.775, 37.458333, 0.0)]",124.77943318326477,37.455167254245566
48267,BEAUFORT SEA./CHUKCHI SEA./DNC 27.,"16003,","1. SCIENTIFIC MOORINGS ESTABLISHED UNTIL 31 OCT 18 IN:    A. 71-44.04N 155-09.67W, TOP FLOAT 40 METERS.     B. 71-40.38N 155-00.03W, TOP FLOAT 40 METERS.      C. 71-47.77N 155-20.68W, TOP FLOAT 40 METERS.    D. 68-01.97N 168-50.17W, TOP FLOAT 35 METERS.     E. 72-28.31N 155-25.00W, TOP FLOAT 42 METERS.     F. 73-18.23N 160-47.02W, TOP FLOAT 48 METERS. 2. CANCEL THIS MSG 01 NOV 18.//",JAMSTEC,2017-09-25 00:00:00,2018-09-25,2018-11-01,2018-09-25,Point,"[(-155.344667, 71.796167, 0.0)]",-155.344667,71.796167
21777,SCOTIA SEA./WEDDELL SEA.,NO CHART,"ANTARCTICA. DNC 29. 1. ICEBERGS REPORTED ON 231450Z JUL IN:    A. B09F, 61-46S 053-40W.    B. A57A, 62-22S 054-54W.    C. A57B, 63-58S 056-14W.    D. A68B, 66-33S 059-31W.    E. A68A, 67-39S 059-59W. 2. CANCEL THIS MSG 241458Z JUL 18.//",VALPARAISO PLAYA ANCHA RADIO,2018-07-23 00:00:00,2018-07-24,2018-07-24,2018-07-24,Point,"[(-59.516667, -66.55, 0.0)]",-59.516667,-66.55
18104,WESTERN SOUTH ATLANTIC. /BRAZIL-SOUTH COAST. /DNC 01.,NO CHART,1. HAZARDOUS OPERATIONS 170800Z TO 182200Z JUL     IN AREA BETWEEN     24-20.04S 23-45.04S AND 043-10.04W 042-30.04W. 2. CANCEL HYDROLANT 2264/18. 3. CANCEL THIS MSG 182300Z JUL 18.//,NAVAREA V COASTAL S,2018-07-12 00:00:00,2018-07-17,2018-07-18,2018-07-17,GeometryCollection,"[(-42.500667, -24.334, 0.0), (-43.167334, -24.334, 0.0), (-43.167334, -23.750666, 0.0), (-42.500667, -23.750666, 0.0), (-42.500667, -24.334, 0.0), (-42.500667, -24.334, 0.0), (-42.834, -24.042333, 0.0)]",-42.80891640621545,-24.064281563248453
52826,GULF OF GUINEA./EQUATORIAL GUINEA./DNC 01.,NO CHART,"1. SURVEY OPERATIONS IN PROGRESS UNTIL 18 OCT    BY M/V POLAR MARQUIS TOWING 12 8100 METER LONG    CABLES IN AREA BOUND BY    02-10.0N 008-06.0E, 02-10.0N 009-41.2E,    01-49.5N 009-41.5E, 01-39.5N 009-32.9E,     01-33.9N 009-31.4E, 01-25.0N 009-22.0E,     01-25.6N 009-16.8E, 01-25.0N 009-15.7E,    01-21.8N 009-14.9E, 01-13.2N 009-16.3E,    01-10.0N 009-14.5E, 01-05.0N 009-13.5E,    01-05.0N 007-56.0E.    WIDE BERTH REQUESTED. 2. CANCEL THIS MSG 19 OCT 18.//",NAVAREA II,2018-05-18 00:00:00,2018-10-04,2018-10-19,2018-10-04,GeometryCollection,"[(8.1, 2.166667, 0.0), (9.686667, 2.166667, 0.0), (9.691667, 1.825, 0.0), (9.548334, 1.658334, 0.0), (9.523334, 1.565, 0.0), (9.366667, 1.416667, 0.0), (9.28, 1.426667, 0.0), (9.261667, 1.416667, 0.0), (9.248334, 1.363334, 0.0), (9.271667, 1.22, 0.0), (9.241667, 1.166667, 0.0), (9.225, 1.083334, 0.0), (7.933334, 1.083334, 0.0), (8.1, 2.166667, 0.0), (8.1, 2.166667, 0.0), (8.8125, 1.625, 0.0)]",8.735946365409701,1.6850379816021948
52759,DEESE STRAIT./CANADA./DNC 28.,15563.,1. SHOALS REPORTED IN:    A. 24.5 METERS 69-01.4N 105-12.8W.    B. 11.5 METERS 69-03.1N 105-07.7W.    C. 8.2 METERS 69-03.1N 105-06.7W.    D. 4.1 METERS 69-03.0N 105-05.0W.    E. 10.3 METERS 69-02.8N 105-02.2W.    F. 3.4 METERS 69-02.8N 105-01.6W.    G. 5.4 METERS 69-02.7N 104-59.7W. 2. CANCEL HYDROARC 214/18.//,NAVAREA XVIII,2018-09-06 00:00:00,2018-10-04,2018-10-04,2018-10-04,Point,"[(-105.036667, 69.046667, 0.0)]",-105.036667,69.046667
24533,NORTH CHANNEL./NORTHERN IRELAND./DNC 20.,36006.,MEW ISLAND 54-41.9N 005-30.8W CHANGED TO: FFL (4) W 30 SEC 35 METERS 18 MILES.//,WZ,2018-03-13 00:00:00,2018-07-30,2018-07-30,2018-07-30,Point,"[(-5.513334, 54.698334, 0.0)]",-5.513334,54.698334
14528,ARABIAN SEA./GULF OF KACHCHH./INDIA./DNC 03.,63070.,RACONS INOPERATIVE AT: 1. KACHCHIGADH LIGHT 22-19.8N 068-56.9E. 2. DWARKA POINT LIGHT 22-14.3N 068-57.5E.//,NAVAREA VIII,2017-04-27 00:00:00,2018-07-10,2018-07-10,2018-07-10,Point,"[(68.948334, 22.33, 0.0)]",68.948334,22.33
30115,ARCTIC./CHUKCHI SEA./DNC 27.,16005.,"SUB-SURFACE SCIENTIFIC MOORINGS ESTABLISHED IN: A. 71-36.007N 161-30.011W, AT DEPTH 48 METERS. B. 71-35.986N 161-31.653W, AT DEPTH 48 METERS.//",USCGC HEALY,2016-08-04 00:00:00,2018-08-13,2018-08-13,2018-08-13,Point,"[(-161.52755, 71.599767, 0.0)]",-161.52755,71.599767
23856,NORTH SEA./ENGLAND./DNC 20.,37166.,"1. UNEXPLODED ORDNANCE IN AREA BETWEEN    52-20.0N 52-09.0N AND 002-05.1E 002-34.0E. 2. CANCEL HYDROLANT 1733/18, 1956/18.//",WZ,2018-06-28 00:00:00,2018-07-27,2018-07-27,2018-07-27,GeometryCollection,"[(2.566667, 52.333334, 0.0), (2.085, 52.333334, 0.0), (2.085, 52.15, 0.0), (2.566667, 52.15, 0.0), (2.566667, 52.333334, 0.0), (2.566667, 52.333334, 0.0), (2.325833, 52.241667, 0.0)]",2.3453776387613146,52.249105982896175
