,Label
9083,3
9084,3
9085,8
9086,3
9087,8
9088,8
9089,3
9090,9
9091,9
9092,7
9093,3
9094,2
9095,8
9096,8
9097,8
9098,3
9099,3
9100,3
9101,2
9102,3
9103,3
9104,3
9105,3
9106,3
9107,3
9108,3
9109,3
9110,8
9111,3
9112,3
9113,4
9114,8
9115,8
9116,8
9117,3
9118,8
9119,8
9120,1
9121,3
9122,8
9123,8
9124,1
9125,3
9126,8
9127,9
9128,8
9129,3
9130,8
9131,8
9132,8
9133,3
9134,4
9135,8
9136,3
9137,8
9138,8
9139,3
9140,4
9141,3
9142,6
9143,6
9144,6
9145,1
9146,1
9147,1
9148,1
9149,1
9150,1
9151,1
9152,4
9153,4
9154,1
9155,2
9156,2
9157,4
9158,1
9159,1
9160,1
9161,1
9162,1
9163,1
9164,1
9165,1
9166,1
9167,1
9168,1
9169,1
9170,1
9171,1
9172,1
9173,1
9174,1
9175,1
9176,1
9177,7
9178,1
9179,1
9180,1
9181,1
9182,1
9183,1
9184,4
9185,6
9186,8
9187,1
9188,7
9189,7
9190,7
9191,7
9192,7
9193,7
9194,7
9195,1
9196,0
9197,0
9198,0
9199,0
9200,0
9201,0
9202,0
9203,0
9204,0
9205,0
9206,0
9207,0
9208,0
9209,3
9210,3
9211,3
9212,0
9213,7
9214,4
9215,2
9216,1
9217,1
9218,1
9219,7
9220,1
9221,3
9222,3
9223,3
9224,3
9225,3
9226,3
9227,3
9228,3
9229,3
9230,3
9231,3
9232,3
9233,0
9234,0
9235,2
9236,2
9237,2
9238,2
9239,1
9240,7
9241,7
9242,7
9243,7
9244,7
9245,7
9246,7
9247,7
9248,7
9249,7
9250,7
9251,7
9252,1
9253,2
9254,7
9255,1
9256,1
9257,1
9258,7
9259,1
9260,1
9261,1
9262,1
9263,1
9264,4
9265,4
9266,2
9267,2
9268,2
9269,3
9270,3
9271,3
9272,7
9273,1
9274,1
9275,1
9276,9
9277,2
9278,3
9279,3
9280,3
9281,9
9282,9
9283,9
9284,9
9285,8
9286,9
9287,8
9288,8
9289,8
9290,3
9291,3
9292,4
9293,4
9294,4
9295,4
9296,4
9297,4
9298,4
9299,4
9300,4
9301,4
9302,4
9303,4
9304,4
9305,4
9306,4
9307,6
9308,6
9309,6
9310,6
9311,6
9312,7
9313,7
9314,7
9315,2
9316,2
9317,4
9318,4
9319,4
9320,4
9321,4
9322,4
9323,4
9324,7
9325,7
9326,7
9327,7
9328,7
9329,3
9330,1
9331,2
9332,2
9333,2
9334,9
9335,8
9336,8
9337,3
9338,3
9339,8
9340,8
9341,9
9342,8
9343,6
9344,6
9345,6
9346,6
9347,5
9348,5
9349,6
9350,6
9351,6
9352,6
9353,6
9354,6
9355,6
9356,6
9357,6
9358,6
9359,6
9360,6
9361,6
9362,6
9363,4
9364,4
9365,4
9366,4
9367,6
9368,6
9369,6
9370,6
9371,6
9372,6
9373,6
9374,6
9375,6
9376,6
9377,6
9378,6
9379,6
9380,6
9381,6
9382,6
9383,6
9384,6
9385,6
9386,6
9387,6
9388,6
9389,6
9390,3
9391,3
9392,3
9393,9
9394,9
9395,9
9396,3
9397,3
9398,3
9399,8
9400,8
9401,4
9402,8
9403,4
9404,8
9405,4
9406,4
9407,1
9408,4
9409,4
9410,3
9411,4
9412,4
9413,4
9414,4
9415,4
9416,4
9417,4
9418,4
9419,4
9420,4
9421,4
9422,4
9423,4
9424,4
9425,4
9426,4
9427,4
9428,4
9429,2
9430,1
9431,9
9432,1
9433,1
9434,2
9435,7
9436,4
9437,4
9438,4
9439,4
9440,1
9441,3
9442,7
9443,8
9444,8
9445,8
9446,8
9447,8
9448,8
9449,8
9450,8
9451,8
9452,8
9453,8
9454,8
9455,8
9456,8
9457,8
9458,8
9459,8
9460,8
9461,8
9462,8
9463,2
9464,7
9465,3
9466,7
9467,7
9468,2
9469,2
9470,2
9471,7
9472,1
9473,7
9474,2
9475,2
9476,2
9477,3
9478,4
9479,1
9480,7
9481,1
9482,6
9483,2
9484,1
9485,7
9486,7
9487,3
9488,2
9489,7
9490,3
9491,3
9492,3
9493,3
9494,7
9495,3
9496,2
9497,7
9498,7
9499,4
9500,3
9501,2
9502,7
9503,7
9504,8
9505,7
9506,7
9507,2
9508,7
9509,7
9510,3
9511,9
9512,3
9513,7
9514,3
9515,8
9516,8
9517,8
9518,2
9519,3
9520,2
9521,2
9522,2
9523,4
9524,4
9525,4
9526,4
9527,4
9528,3
9529,2
9530,6
9531,3
9532,3
9533,3
9534,1
9535,3
9536,3
9537,3
9538,3
9539,3
9540,3
9541,3
9542,3
9543,3
9544,3
9545,3
9546,3
9547,3
9548,8
9549,3
9550,4
9551,3
9552,8
9553,8
9554,3
9555,3
9556,3
9557,3
9558,3
9559,3
9560,9
9561,7
9562,3
9563,3
9564,3
9565,3
9566,8
9567,3
9568,8
9569,8
9570,8
9571,8
9572,3
9573,3
9574,3
9575,3
9576,3
9577,3
9578,3
9579,3
9580,3
9581,9
9582,2
9583,2
9584,7
9585,3
9586,3
9587,3
9588,3
9589,3
9590,3
9591,3
9592,3
9593,3
9594,1
9595,3
9596,3
9597,3
9598,3
9599,3
9600,3
9601,3
9602,3
9603,3
9604,3
9605,3
9606,3
9607,3
9608,3
9609,3
9610,3
9611,3
9612,3
9613,3
9614,3
9615,8
9616,8
9617,3
9618,3
9619,3
9620,3
9621,9
9622,5
9623,3
9624,5
9625,1
9626,9
9627,5
9628,8
9629,3
9630,3
9631,8
9632,8
9633,4
9634,4
9635,4
9636,4
9637,4
9638,4
9639,4
9640,4
9641,4
9642,3
9643,1
9644,9
9645,8
9646,3
9647,5
9648,1
9649,1
9650,1
9651,2
9652,2
9653,9
9654,6
9655,3
9656,7
9657,7
9658,6
9659,4
9660,1
9661,2
9662,2
9663,4
9664,3
9665,3
9666,9
9667,1
9668,1
9669,2
9670,1
9671,5
9672,8
9673,9
9674,7
9675,4
9676,2
9677,2
9678,5
9679,1
9680,1
9681,7
9682,7
9683,7
9684,7
9685,7
9686,2
9687,1
9688,2
9689,1
9690,9
9691,9
9692,1
9693,1
9694,9
9695,2
9696,3
9697,1
9698,1
9699,1
9700,1
9701,1
9702,1
9703,1
9704,1
9705,1
9706,1
9707,1
9708,6
9709,2
9710,2
9711,1
9712,3
9713,3
9714,2
9715,2
9716,2
9717,1
9718,4
9719,9
9720,9
9721,7
9722,1
9723,2
9724,3
9725,2
9726,9
9727,1
9728,7
9729,4
9730,8
9731,7
9732,6
9733,6
9734,6
9735,6
9736,2
9737,4
9738,3
9739,3
9740,7
9741,1
9742,1
9743,9
9744,3
9745,1
9746,7
9747,3
9748,3
9749,5
9750,6
9751,2
9752,3
9753,2
9754,2
9755,3
9756,2
9757,3
9758,8
9759,8
9760,8
9761,8
9762,8
9763,8
9764,8
9765,8
9766,3
9767,3
9768,3
9769,6
9770,3
9771,3
9772,2
9773,3
9774,3
9775,3
9776,3
9777,1
9778,3
9779,1
9780,5
9781,3
9782,3
9783,1
9784,3
9785,3
9786,9
9787,9
9788,9
9789,3
9790,3
9791,8
9792,3
9793,8
9794,8
9795,3
9796,9
9797,9
9798,7
9799,3
9800,2
9801,3
9802,3
9803,3
9804,2
9805,3
9806,3
9807,3
9808,3
9809,3
9810,3
9811,3
9812,3
9813,8
9814,3
9815,3
9816,4
9817,8
9818,8
9819,3
9820,8
9821,8
9822,1
9823,3
9824,8
9825,1
9826,3
9827,8
9828,8
9829,3
9830,8
9831,8
9832,8
9833,3
9834,8
9835,3
9836,8
9837,3
9838,3
9839,3
9840,3
9841,8
9842,8
9843,8
9844,8
9845,8
9846,8
9847,8
9848,4
9849,2
9850,8
9851,6
9852,6
9853,6
9854,1
9855,1
9856,1
9857,1
9858,1
9859,1
9860,1
9861,4
9862,4
9863,1
9864,2
9865,2
9866,4
9867,1
9868,1
9869,1
9870,1
9871,1
9872,1
9873,1
9874,1
9875,1
9876,1
9877,1
9878,1
9879,1
9880,1
9881,1
9882,1
9883,1
9884,1
9885,1
9886,7
9887,1
9888,1
9889,1
9890,1
9891,1
9892,1
9893,4
9894,6
9895,8
9896,1
9897,7
9898,7
9899,7
9900,7
9901,7
9902,7
9903,7
9904,1
9905,0
9906,0
9907,0
9908,0
9909,0
9910,0
9911,0
9912,0
9913,0
9914,0
9915,0
9916,0
9917,0
9918,3
9919,3
9920,3
9921,0
9922,7
9923,4
9924,2
9925,1
9926,1
9927,1
9928,7
9929,1
9930,3
9931,3
9932,3
9933,3
9934,3
9935,3
9936,3
9937,3
9938,3
9939,3
9940,3
9941,3
9942,0
9943,0
9944,2
9945,2
9946,2
9947,2
9948,1
9949,7
9950,7
9951,7
9952,7
9953,7
9954,7
9955,7
9956,7
9957,7
9958,7
9959,7
9960,7
9961,1
9962,2
9963,7
9964,1
9965,1
9966,1
9967,7
9968,1
9969,1
9970,1
9971,1
9972,1
9973,4
9974,4
9975,2
9976,2
9977,2
9978,3
9979,3
9980,3
9981,7
9982,1
9983,1
9984,1
9985,9
9986,2
9987,3
9988,3
9989,3
9990,9
9991,9
9992,9
9993,9
9994,8
9995,9
9996,8
9997,8
9998,8
9999,3
10000,8
10001,7
10002,4
10003,4
10004,4
10005,4
10006,8
10007,8
10008,8
10009,4
10010,4
10011,4
10012,4
10013,4
10014,4
10015,4
10016,4
10017,4
10018,4
10019,6
10020,6
10021,6
10022,6
10023,6
10024,7
10025,7
10026,7
10027,2
10028,2
10029,4
10030,4
10031,4
10032,4
10033,4
10034,4
10035,4
10036,7
10037,7
10038,7
10039,7
10040,7
10041,3
10042,1
10043,2
10044,2
10045,2
10046,9
10047,8
10048,8
10049,3
10050,8
10051,8
10052,9
10053,8
10054,6
10055,6
10056,6
10057,6
10058,5
10059,5
10060,6
10061,6
10062,6
10063,6
10064,6
10065,6
10066,6
10067,6
10068,6
10069,6
10070,6
10071,6
10072,6
10073,6
10074,4
10075,4
10076,4
10077,4
10078,6
10079,6
10080,6
10081,6
10082,6
10083,6
10084,6
10085,6
10086,6
10087,6
10088,6
10089,6
10090,6
10091,6
10092,6
10093,6
10094,6
10095,6
10096,6
10097,6
10098,6
10099,6
10100,6
10101,3
10102,3
10103,3
10104,9
10105,9
10106,9
10107,3
10108,3
10109,3
10110,8
10111,8
10112,4
10113,4
10114,4
10115,8
10116,4
10117,8
10118,4
10119,4
10120,1
10121,4
10122,4
10123,3
10124,4
10125,4
10126,4
10127,4
10128,4
10129,4
10130,4
10131,4
10132,4
10133,4
10134,4
10135,4
10136,4
10137,4
10138,4
10139,4
10140,4
10141,4
10142,2
10143,1
10144,9
10145,1
10146,1
10147,2
10148,7
10149,4
10150,4
10151,4
10152,4
10153,1
10154,3
10155,7
10156,8
10157,8
10158,8
10159,8
10160,8
10161,8
10162,8
10163,8
10164,8
10165,8
10166,8
10167,8
10168,8
10169,8
10170,8
10171,8
10172,8
10173,8
10174,8
10175,8
10176,2
10177,7
10178,3
10179,7
10180,7
10181,2
10182,2
10183,2
10184,7
10185,1
10186,7
10187,2
10188,2
10189,2
10190,3
10191,4
10192,1
10193,7
10194,1
10195,6
10196,2
10197,1
10198,7
10199,7
10200,3
10201,2
10202,7
10203,3
10204,3
10205,3
10206,7
10207,3
10208,2
10209,7
10210,7
10211,4
10212,3
10213,2
10214,7
10215,7
10216,8
10217,7
10218,7
10219,2
10220,7
10221,7
10222,3
10223,9
10224,3
10225,7
10226,3
10227,8
10228,8
10229,8
10230,2
10231,3
10232,2
10233,2
10234,2
10235,4
10236,4
10237,4
10238,4
10239,4
10240,3
10241,2
10242,6
10243,3
10244,3
10245,3
10246,1
10247,3
10248,3
10249,3
10250,3
10251,3
10252,3
10253,3
10254,3
10255,3
10256,3
10257,3
10258,3
10259,3
10260,3
10261,4
10262,3
10263,8
10264,8
10265,3
10266,3
10267,3
10268,3
10269,3
10270,3
10271,9
10272,7
10273,3
10274,3
10275,3
10276,3
10277,3
10278,8
10279,8
10280,8
10281,3
10282,3
10283,3
10284,3
10285,3
10286,3
10287,3
10288,3
10289,3
10290,9
10291,2
10292,2
10293,7
10294,3
10295,3
10296,3
10297,3
10298,3
10299,3
10300,3
10301,3
10302,3
10303,1
10304,3
10305,3
10306,3
10307,3
10308,3
10309,3
10310,3
10311,3
10312,3
10313,3
10314,3
10315,3
10316,3
10317,3
10318,3
10319,3
10320,3
10321,3
10322,8
10323,3
10324,3
10325,3
10326,3
10327,5
10328,1
10329,9
10330,5
10331,8
10332,3
10333,3
10334,8
10335,8
10336,3
10337,1
10338,9
10339,8
10340,3
10341,3
10342,5
10343,8
10344,8
10345,4
10346,4
10347,4
10348,4
10349,4
10350,4
10351,4
10352,4
10353,4
10354,3
10355,2
10356,3
10357,3
10358,8
10359,5
10360,1
10361,1
10362,1
10363,2
10364,2
10365,9
10366,6
10367,3
10368,7
10369,7
10370,6
10371,4
10372,1
10373,2
10374,2
10375,4
10376,3
10377,3
10378,9
10379,1
10380,1
10381,2
10382,1
10383,5
10384,8
10385,9
10386,7
10387,4
10388,2
10389,2
10390,5
10391,1
10392,1
10393,7
10394,7
10395,7
10396,7
10397,7
10398,2
10399,1
10400,2
10401,1
10402,9
10403,9
10404,1
10405,1
10406,9
10407,2
10408,1
10409,1
10410,1
10411,1
10412,1
10413,1
10414,1
10415,1
10416,1
10417,1
10418,1
10419,6
10420,2
10421,2
10422,1
10423,3
10424,3
10425,2
10426,2
10427,2
10428,1
10429,4
10430,9
10431,9
10432,7
10433,1
10434,2
10435,2
10436,9
10437,1
10438,7
10439,4
10440,8
10441,7
10442,6
10443,6
10444,6
10445,6
10446,2
10447,4
10448,3
10449,3
10450,7
10451,1
10452,1
10453,9
10454,3
10455,1
10456,7
10457,3
10458,5
10459,6
10460,2
10461,3
10462,2
10463,2
10464,3
10465,2
10466,3
10467,8
10468,8
10469,8
10470,8
10471,8
10472,8
10473,8
10474,8
10475,3
10476,3
10477,3
10478,6
10479,3
10480,2
10481,3
10482,3
10483,3
10484,3
10485,1
10486,1
10487,5
10488,3
10489,3
10490,1
10491,3
10492,3
10493,9
10494,9
10495,9
10496,3
10497,3
10498,8
10499,3
10500,8
10501,8
10502,3
10503,9
10504,9
10505,7
10506,3
10507,2
10508,3
10509,3
10510,3
10511,2
10512,3
10513,3
10514,3
10515,3
10516,3
10517,3
10518,3
10519,3
10520,8
10521,3
10522,3
10523,4
10524,8
10525,8
10526,3
10527,1
10528,3
10529,1
10530,3
10531,8
10532,8
10533,8
10534,8
10535,3
10536,3
10537,8
10538,3
10539,3
10540,3
10541,8
10542,8
10543,8
10544,8
10545,8
10546,8
10547,8
10548,2
10549,8
10550,8
10551,3
10552,3
10553,4
10554,8
10555,3
10556,3
10557,9
10558,9
10559,6
10560,6
10561,6
10562,1
10563,1
10564,1
10565,1
10566,1
10567,1
10568,1
10569,4
10570,4
10571,1
10572,2
10573,2
10574,4
10575,1
10576,1
10577,1
10578,1
10579,1
10580,1
10581,1
10582,1
10583,1
10584,1
10585,1
10586,1
10587,1
10588,1
10589,1
10590,1
10591,1
10592,1
10593,1
10594,7
10595,1
10596,1
10597,1
10598,1
10599,1
10600,1
10601,4
10602,6
10603,8
10604,1
10605,7
10606,7
10607,7
10608,7
10609,7
10610,7
10611,7
10612,1
10613,0
10614,0
10615,0
10616,0
10617,0
10618,0
10619,0
10620,0
10621,0
10622,0
10623,0
10624,0
10625,0
10626,3
10627,3
10628,3
10629,0
10630,7
10631,4
10632,2
10633,1
10634,1
10635,1
10636,7
10637,1
10638,3
10639,3
10640,3
10641,3
10642,3
10643,3
10644,3
10645,3
10646,3
10647,3
10648,3
10649,3
10650,0
10651,0
10652,2
10653,2
10654,2
10655,2
10656,1
10657,7
10658,7
10659,7
10660,7
10661,7
10662,7
10663,7
10664,7
10665,7
10666,7
10667,7
10668,7
10669,1
10670,2
10671,7
10672,1
10673,1
10674,1
10675,7
10676,1
10677,1
10678,1
10679,1
10680,1
10681,4
10682,4
10683,2
10684,2
10685,2
10686,3
10687,3
10688,3
10689,7
10690,1
10691,1
10692,1
10693,9
10694,2
10695,3
10696,3
10697,3
10698,9
10699,9
10700,9
10701,9
10702,8
10703,9
10704,8
10705,8
10706,8
10707,3
10708,8
10709,7
10710,8
10711,8
10712,8
10713,4
10714,4
10715,4
10716,4
10717,4
10718,4
10719,4
10720,4
10721,4
10722,4
10723,4
10724,4
10725,4
10726,4
10727,6
10728,6
10729,6
10730,6
10731,6
10732,7
10733,7
10734,7
10735,2
10736,2
10737,4
10738,4
10739,4
10740,4
10741,4
10742,4
10743,4
10744,7
10745,7
10746,7
10747,7
10748,7
10749,3
10750,1
10751,2
10752,2
10753,2
10754,9
10755,8
10756,3
10757,8
10758,8
10759,8
10760,9
10761,6
10762,6
10763,6
10764,6
10765,5
10766,5
10767,6
10768,6
10769,6
10770,6
10771,6
10772,6
10773,6
10774,6
10775,6
10776,6
10777,6
10778,6
10779,6
10780,6
10781,4
10782,4
10783,4
10784,4
10785,6
10786,6
10787,6
10788,6
10789,6
10790,6
10791,6
10792,6
10793,6
10794,6
10795,6
10796,6
10797,6
10798,6
10799,6
10800,6
10801,6
10802,6
10803,6
10804,6
10805,6
10806,6
10807,6
10808,3
10809,9
10810,9
10811,9
10812,3
10813,3
10814,3
10815,8
10816,3
10817,8
10818,4
10819,8
10820,4
10821,4
10822,1
10823,4
10824,4
10825,3
10826,4
10827,4
10828,4
10829,4
10830,4
10831,4
10832,4
10833,4
10834,4
10835,4
10836,4
10837,4
10838,4
10839,4
10840,4
10841,4
10842,4
10843,4
10844,2
10845,1
10846,9
10847,1
10848,1
10849,2
10850,7
10851,4
10852,4
10853,4
10854,4
10855,1
10856,7
10857,8
10858,8
10859,8
10860,8
10861,8
10862,8
10863,8
10864,8
10865,8
10866,8
10867,8
10868,8
10869,8
10870,8
10871,8
10872,8
10873,8
10874,8
10875,8
10876,8
10877,2
10878,7
10879,3
10880,7
10881,7
10882,2
10883,2
10884,2
10885,7
10886,1
10887,7
10888,2
10889,2
10890,2
10891,3
10892,4
10893,1
10894,7
10895,1
10896,6
10897,2
10898,1
10899,7
10900,3
10901,2
10902,7
10903,3
10904,3
10905,3
10906,7
10907,3
10908,2
10909,7
10910,7
10911,3
10912,2
10913,7
10914,7
10915,8
10916,7
10917,7
10918,2
10919,7
10920,7
10921,3
10922,9
10923,3
10924,7
10925,3
10926,2
10927,3
10928,2
10929,2
10930,4
10931,4
10932,4
10933,4
10934,4
10935,3
10936,2
10937,6
10938,3
10939,1
10940,4
10941,3
10942,3
10943,3
10944,3
10945,9
10946,7
10947,3
10948,3
10949,3
10950,3
10951,3
10952,3
10953,3
10954,3
10955,3
10956,3
10957,9
10958,2
10959,2
10960,7
10961,3
10962,3
10963,3
10964,3
10965,3
10966,3
10967,3
10968,3
10969,3
10970,1
10971,3
10972,3
10973,3
10974,3
10975,3
10976,3
10977,3
10978,3
10979,3
10980,3
10981,3
10982,3
10983,3
10984,3
10985,3
10986,3
10987,3
10988,3
10989,3
10990,3
10991,3
10992,8
10993,3
10994,3
10995,3
10996,1
10997,8
10998,3
10999,3
11000,8
11001,8
11002,3
11003,2
11004,3
11005,3
11006,8
11007,8
11008,8
11009,8
11010,8
11011,8
11012,8
11013,3
11014,1
11015,3
11016,8
11017,3
11018,3
11019,3
11020,7
11021,3
11022,8
11023,8
11024,3
11025,3
11026,3
11027,9
11028,4
11029,4
11030,4
11031,4
11032,4
11033,4
11034,4
11035,4
11036,4
11037,3
11038,5
11039,1
11040,1
11041,1
11042,2
11043,2
11044,9
11045,6
11046,3
11047,7
11048,7
11049,6
11050,4
11051,1
11052,2
11053,2
11054,4
11055,3
11056,3
11057,9
11058,1
11059,1
11060,2
11061,1
11062,5
11063,8
11064,9
11065,7
11066,4
11067,2
11068,2
11069,5
11070,1
11071,1
11072,7
11073,7
11074,7
11075,7
11076,7
11077,2
11078,1
11079,2
11080,1
11081,9
11082,9
11083,1
11084,1
11085,9
11086,2
11087,1
11088,1
11089,1
11090,1
11091,1
11092,1
11093,1
11094,1
11095,1
11096,1
11097,1
11098,6
11099,2
11100,2
11101,1
11102,3
11103,2
11104,2
11105,2
11106,1
11107,4
11108,9
11109,9
11110,7
11111,1
11112,2
11113,9
11114,1
11115,7
11116,4
11117,8
11118,7
11119,6
11120,6
11121,6
11122,6
11123,2
11124,4
11125,3
11126,7
11127,1
11128,1
11129,9
11130,3
11131,1
11132,7
11133,3
11134,5
11135,6
11136,2
11137,3
11138,2
11139,3
11140,2
11141,3
11142,3
11143,3
11144,3
11145,6
11146,3
11147,2
11148,1
11149,1
11150,5
11151,1
11152,3
11153,9
11154,9
11155,9
11156,3
11157,9
11158,9
11159,7
11160,3
11161,2
11162,3
11163,3
11164,3
11165,2
11166,3
11167,3
11168,3
11169,3
11170,3
11171,3
11172,3
11173,3
11174,3
11175,3
11176,4
11177,3
11178,1
11179,3
11180,1
11181,8
11182,8
11183,3
11184,3
11185,8
11186,3
11187,3
11188,8
11189,8
11190,8
11191,8
11192,8
11193,8
11194,2
11195,8
11196,3
11197,3
11198,3
11199,3
11200,8
11201,3
11202,3
11203,8
11204,8
11205,8
11206,8
11207,8
11208,8
11209,8
11210,8
11211,7
11212,7
11213,8
11214,8
11215,8
11216,4
11217,9
11218,3
11219,3
11220,9
11221,6
11222,6
11223,6
11224,1
11225,1
11226,1
11227,1
11228,1
11229,1
11230,1
11231,4
11232,4
11233,1
11234,2
11235,2
11236,4
11237,1
11238,1
11239,1
11240,1
11241,1
11242,1
11243,1
11244,1
11245,1
11246,1
11247,1
11248,1
11249,1
11250,1
11251,1
11252,1
11253,1
11254,1
11255,1
11256,7
11257,1
11258,1
11259,1
11260,1
11261,1
11262,1
11263,4
11264,6
11265,8
11266,1
11267,7
11268,7
11269,7
11270,7
11271,7
11272,7
11273,7
11274,1
11275,0
11276,0
11277,0
11278,0
11279,0
11280,0
11281,0
11282,0
11283,0
11284,0
11285,0
11286,0
11287,0
11288,3
11289,3
11290,3
11291,0
11292,7
11293,4
11294,2
11295,1
11296,1
11297,1
11298,7
11299,1
11300,3
11301,3
11302,3
11303,3
11304,3
11305,3
11306,3
11307,3
11308,3
11309,3
11310,3
11311,3
11312,0
11313,0
11314,2
11315,2
11316,2
11317,2
11318,1
11319,7
11320,7
11321,7
11322,7
11323,7
11324,7
11325,7
11326,7
11327,7
11328,7
11329,7
11330,7
11331,1
11332,2
11333,7
11334,1
11335,1
11336,1
11337,7
11338,1
11339,1
11340,1
11341,1
11342,1
11343,4
11344,4
11345,2
11346,2
11347,2
11348,3
11349,3
11350,3
11351,7
11352,1
11353,1
11354,1
11355,9
11356,2
11357,3
11358,3
11359,9
11360,9
11361,9
11362,9
11363,8
11364,9
11365,8
11366,8
11367,8
11368,3
11369,7
11370,9
11371,8
11372,4
11373,4
11374,4
11375,4
11376,3
11377,4
11378,4
11379,4
11380,4
11381,4
11382,4
11383,4
11384,4
11385,4
11386,4
11387,6
11388,6
11389,6
11390,6
11391,6
11392,7
11393,7
11394,7
11395,2
11396,2
11397,4
11398,4
11399,4
11400,4
11401,4
11402,4
11403,4
11404,7
11405,7
11406,7
11407,7
11408,7
11409,3
11410,1
11411,2
11412,2
11413,2
11414,9
11415,3
11416,8
11417,9
11418,8
11419,8
11420,8
11421,8
11422,6
11423,6
11424,6
11425,6
11426,5
11427,5
11428,6
11429,6
11430,6
11431,6
11432,6
11433,6
11434,6
11435,6
11436,6
11437,6
11438,6
11439,6
11440,6
11441,6
11442,4
11443,4
11444,4
11445,4
11446,6
11447,6
11448,6
11449,6
11450,6
11451,6
11452,6
11453,6
11454,6
11455,6
11456,6
11457,6
11458,6
11459,6
11460,6
11461,6
11462,6
11463,6
11464,6
11465,6
11466,6
11467,6
11468,6
11469,3
11470,9
11471,9
11472,9
11473,3
11474,3
11475,3
11476,8
11477,3
11478,8
11479,8
11480,4
11481,8
11482,4
11483,4
11484,1
11485,4
11486,4
11487,3
11488,4
11489,4
11490,4
11491,4
11492,4
11493,4
11494,4
11495,4
11496,4
11497,4
11498,4
11499,4
11500,4
11501,4
11502,4
11503,4
11504,4
11505,4
11506,2
11507,1
11508,9
11509,1
11510,1
11511,2
11512,7
11513,4
11514,4
11515,4
11516,4
11517,1
11518,7
11519,8
11520,8
11521,8
11522,8
11523,8
11524,8
11525,8
11526,8
11527,8
11528,8
11529,8
11530,8
11531,8
11532,8
11533,8
11534,8
11535,8
11536,8
11537,8
11538,8
11539,2
11540,7
11541,3
11542,7
11543,7
11544,2
11545,2
11546,2
11547,7
11548,1
11549,7
11550,2
11551,2
11552,2
11553,3
11554,4
11555,1
11556,7
11557,1
11558,6
11559,2
11560,1
11561,7
11562,3
11563,2
11564,7
11565,3
11566,3
11567,3
11568,7
11569,3
11570,2
11571,7
11572,7
11573,3
11574,2
11575,7
11576,7
11577,8
11578,7
11579,7
11580,2
11581,7
11582,7
11583,3
11584,9
11585,3
11586,7
11587,3
11588,2
11589,3
11590,2
11591,2
11592,4
11593,4
11594,4
11595,4
11596,4
11597,3
11598,2
11599,6
11600,3
11601,1
11602,4
11603,3
11604,3
11605,3
11606,3
11607,9
11608,7
11609,3
11610,3
11611,3
11612,3
11613,3
11614,3
11615,3
11616,3
11617,3
11618,9
11619,2
11620,2
11621,7
11622,3
11623,3
11624,3
11625,3
11626,3
11627,3
11628,3
11629,3
11630,1
11631,3
11632,3
11633,3
11634,3
11635,3
11636,3
11637,3
11638,3
11639,3
11640,3
11641,3
11642,3
11643,3
11644,3
11645,3
11646,3
11647,3
11648,3
11649,3
11650,3
11651,3
11652,8
11653,3
11654,3
11655,3
11656,8
11657,3
11658,3
11659,8
11660,3
11661,2
11662,3
11663,3
11664,8
11665,8
11666,8
11667,8
11668,8
11669,8
11670,8
11671,3
11672,1
11673,3
11674,8
11675,3
11676,3
11677,3
11678,7
11679,3
11680,8
11681,8
11682,3
11683,3
11684,3
11685,9
11686,3
11687,8
11688,8
11689,4
11690,4
11691,4
11692,4
11693,4
11694,1
11695,2
11696,4
11697,4
11698,4
11699,4
11700,3
11701,2
11702,5
11703,1
11704,1
11705,1
11706,2
11707,2
11708,9
11709,6
11710,3
11711,7
11712,7
11713,6
11714,4
11715,1
11716,2
11717,2
11718,4
11719,3
11720,3
11721,9
11722,1
11723,1
11724,2
11725,1
11726,5
11727,8
11728,9
11729,7
11730,4
11731,2
11732,2
11733,5
11734,1
11735,1
11736,7
11737,7
11738,7
11739,7
11740,7
11741,2
11742,1
11743,2
11744,1
11745,9
11746,9
11747,1
11748,1
11749,9
11750,2
11751,1
11752,1
11753,1
11754,1
11755,1
11756,1
11757,1
11758,1
11759,1
11760,1
11761,1
11762,6
11763,2
11764,2
11765,1
11766,3
11767,2
11768,2
11769,2
11770,1
11771,4
11772,9
11773,9
11774,7
11775,1
11776,2
11777,9
11778,1
11779,7
11780,4
11781,8
11782,7
11783,6
11784,6
11785,6
11786,6
11787,2
11788,4
11789,3
11790,7
11791,1
11792,1
11793,9
11794,3
11795,1
11796,7
11797,3
11798,5
11799,6
11800,2
11801,3
11802,2
11803,3
11804,2
11805,3
11806,3
11807,3
11808,3
11809,6
11810,3
11811,2
11812,1
11813,1
11814,5
11815,1
11816,3
11817,9
11818,9
11819,9
11820,3
11821,9
11822,9
11823,7
11824,3
11825,2
11826,3
11827,3
11828,3
11829,2
11830,3
11831,3
11832,3
11833,3
11834,3
11835,3
11836,3
11837,3
11838,3
11839,3
11840,4
11841,3
11842,1
11843,3
11844,1
11845,8
11846,8
11847,3
11848,3
11849,8
11850,3
11851,3
11852,8
11853,8
11854,8
11855,8
11856,8
11857,8
11858,2
11859,8
11860,3
11861,3
11862,3
11863,3
11864,8
11865,3
11866,3
11867,8
11868,8
11869,8
11870,8
11871,8
11872,8
11873,8
11874,8
11875,7
11876,7
11877,8
11878,8
11879,9
11880,9
11881,3
